"Time","Disk Reads (Page In)","Disk Writes (Page Out)","Total","Swap In (Reads)","Swap Out (Writes)"
2023-04-27 17:09:44,0,40703590,40703590,0,0
2023-04-27 17:09:45,0,41145139,41145139,0,0
2023-04-27 17:09:46,0,40885453,40885453,0,0
2023-04-27 17:09:47,0,40205517,40205517,0,0
2023-04-27 17:09:48,0,39350272,39350272,0,0
2023-04-27 17:09:49,0,38209126,38209126,0,0
2023-04-27 17:09:50,0,35550822,35550822,0,0
2023-04-27 17:09:51,0,35053568,35053568,0,0
2023-04-27 17:09:52,0,33779712,33779712,0,0
2023-04-27 17:09:53,0,32426394,32426394,0,0
2023-04-27 17:09:54,0,31816909,31816909,0,0
2023-04-27 17:09:55,0,32809779,32809779,0,0
2023-04-27 17:09:56,0,33418445,33418445,0,0
2023-04-27 17:09:57,0,34605466,34605466,0,0
2023-04-27 17:09:58,0,37002445,37002445,0,0
2023-04-27 17:09:59,0,39649280,39649280,0,0
2023-04-27 17:10:00,0,41059123,41059123,0,0
2023-04-27 17:10:01,0,41055027,41055027,0,0
2023-04-27 17:10:02,0,41526067,41526067,0,0
2023-04-27 17:10:03,0,41040282,41040282,0,0
2023-04-27 17:10:04,0,40682291,40682291,0,0
2023-04-27 17:10:05,0,38632653,38632653,0,0
2023-04-27 17:10:06,0,36923802,36923802,0,0
2023-04-27 17:10:07,0,36619878,36619878,0,0
2023-04-27 17:10:08,0,36318413,36318413,0,0
2023-04-27 17:10:09,0,35887514,35887514,0,0
2023-04-27 17:10:10,0,37621760,37621760,0,0
2023-04-27 17:10:11,0,38988186,38988186,0,0
2023-04-27 17:10:12,0,39514112,39514112,0,0
2023-04-27 17:10:13,0,40276787,40276787,0,0
2023-04-27 17:10:14,0,40423424,40423424,0,0
2023-04-27 17:10:15,0,40477491,40477491,0,0
2023-04-27 17:10:16,0,40633958,40633958,0,0
2023-04-27 17:10:17,0,38645760,38645760,0,0
2023-04-27 17:10:18,0,36551885,36551885,0,0
2023-04-27 17:10:19,0,33116160,33116160,0,0
2023-04-27 17:10:20,0,29955686,29955686,0,0
2023-04-27 17:10:21,0,27276083,27276083,0,0
2023-04-27 17:10:22,0,25286246,25286246,0,0
2023-04-27 17:10:23,0,25015091,25015091,0,0
2023-04-27 17:10:24,0,28600730,28600730,0,0
2023-04-27 17:10:25,0,28621210,28621210,0,0
2023-04-27 17:10:26,0,27989606,27989606,0,0
2023-04-27 17:10:27,0,27797094,27797094,0,0
2023-04-27 17:10:28,0,26302054,26302054,0,0
2023-04-27 17:10:29,0,23196467,23196467,0,0
2023-04-27 17:10:30,0,23563469,23563469,0,0
2023-04-27 17:10:31,0,24340890,24340890,0,0
2023-04-27 17:10:32,0,24063181,24063181,0,0
2023-04-27 17:10:33,0,23242342,23242342,0,0
2023-04-27 17:10:34,13107,21671936,21685043,0,0
2023-04-27 17:10:35,13107,20207206,20220314,0,0
2023-04-27 17:10:36,13107,18922701,18935808,0,0
2023-04-27 17:10:37,13107,19312640,19325747,0,0
2023-04-27 17:10:38,29491,23237427,23266918,0,0
2023-04-27 17:10:39,19661,26532250,26551910,0,0
2023-04-27 17:10:40,19661,31718605,31738266,0,0
2023-04-27 17:10:41,47514,34734080,34781594,0,0
2023-04-27 17:10:42,47514,37149082,37196595,0,0
2023-04-27 17:10:43,31130,48848077,48879206,0,0
2023-04-27 17:10:44,27853,50068685,50096538,0,0
2023-04-27 17:10:45,27853,47084339,47112192,0,0
2023-04-27 17:10:46,0,47970714,47970714,0,0
2023-04-27 17:10:47,0,49056973,49056973,0,0
2023-04-27 17:10:48,0,36820582,36820582,0,0
2023-04-27 17:10:49,14623539,34403942,49027482,0,0
2023-04-27 17:10:50,14938931,35261645,50200576,0,0
2023-04-27 17:10:51,15035597,32137216,47172813,0,0
2023-04-27 17:10:52,15035597,29213491,44249088,0,0
2023-04-27 17:10:53,15035597,27962573,42998170,0,0
2023-04-27 17:10:54,412058,30308762,30720819,0,0
2023-04-27 17:10:55,96666,31334400,31431066,0,0
2023-04-27 17:10:56,0,34780774,34780774,0,0
2023-04-27 17:10:57,0,37978112,37978112,0,0
2023-04-27 17:10:58,0,40604467,40604467,0,0
2023-04-27 17:10:59,0,38428672,38428672,0,0
2023-04-27 17:11:00,0,38381158,38381158,0,0
2023-04-27 17:11:01,26214,37462835,37489050,0,0
2023-04-27 17:11:02,26214,37116314,37142528,0,0
2023-04-27 17:11:03,37683,36336435,36374118,0,0
2023-04-27 17:11:04,37683,37700403,37738086,0,0
2023-04-27 17:11:05,37683,37610291,37647974,0,0
2023-04-27 17:11:06,11469,37729075,37740544,0,0
2023-04-27 17:11:07,11469,37321114,37332582,0,0
2023-04-27 17:11:08,0,37863424,37863424,0,0
2023-04-27 17:11:09,0,37677466,37677466,0,0
2023-04-27 17:11:10,0,37960909,37960909,0,0
2023-04-27 17:11:11,321126,37829837,38150963,0,0
2023-04-27 17:11:12,530842,35434496,35965338,0,0
2023-04-27 17:11:13,530842,31661261,32192102,0,0
2023-04-27 17:11:14,530842,29360947,29891789,0,0
2023-04-27 17:11:15,530842,27068006,27598848,0,0
2023-04-27 17:11:16,209715,25024102,25233818,0,0
2023-04-27 17:11:17,0,27252326,27252326,0,0
2023-04-27 17:11:18,0,30117069,30117069,0,0
2023-04-27 17:11:19,46694,33258701,33305395,0,0
2023-04-27 17:11:20,46694,35376333,35423027,0,0
2023-04-27 17:11:21,46694,38291866,38338560,0,0
2023-04-27 17:11:22,46694,38466355,38513050,0,0
2023-04-27 17:11:23,46694,38800589,38847283,0,0
2023-04-27 17:11:24,0,38248448,38248448,0,0
2023-04-27 17:11:25,0,38126387,38126387,0,0
2023-04-27 17:11:26,0,37549670,37549670,0,0
2023-04-27 17:11:27,0,37988762,37988762,0,0
2023-04-27 17:11:28,0,38839091,38839091,0,0
2023-04-27 17:11:29,0,39649280,39649280,0,0
2023-04-27 17:11:30,576717,36905779,37482496,0,0
2023-04-27 17:11:31,576717,34071347,34648064,0,0
2023-04-27 17:11:32,576717,30661837,31238554,0,0
2023-04-27 17:11:33,576717,27910144,28486861,0,0
2023-04-27 17:11:34,576717,26648576,27225293,0,0
2023-04-27 17:11:35,0,28879258,28879258,0,0
2023-04-27 17:11:36,0,32209306,32209306,0,0
2023-04-27 17:11:37,0,36042342,36042342,0,0
2023-04-27 17:11:38,0,38241075,38241075,0,0
2023-04-27 17:11:39,0,38582682,38582682,0,0
2023-04-27 17:11:40,0,39123354,39123354,0,0
2023-04-27 17:11:41,0,38976717,38976717,0,0
2023-04-27 17:11:42,16384,38075597,38091981,0,0
2023-04-27 17:11:43,17203,37912576,37929779,0,0
2023-04-27 17:11:44,17203,37498880,37516083,0,0
2023-04-27 17:11:45,17203,37738086,37755290,0,0
2023-04-27 17:11:46,17203,38046106,38063309,0,0
2023-04-27 17:11:47,819,38177997,38178816,0,0
2023-04-27 17:11:48,0,37509530,37509530,0,0
2023-04-27 17:11:49,0,37642240,37642240,0,0
2023-04-27 17:11:50,0,36593664,36593664,0,0
2023-04-27 17:11:51,0,35481190,35481190,0,0
2023-04-27 17:11:52,0,35178086,35178086,0,0
2023-04-27 17:11:53,0,35858022,35858022,0,0
2023-04-27 17:11:54,0,36633805,36633805,0,0
2023-04-27 17:11:55,0,38014157,38014157,0,0
2023-04-27 17:11:56,0,36877926,36877926,0,0
2023-04-27 17:11:57,0,37227725,37227725,0,0
2023-04-27 17:11:58,0,35993190,35993190,0,0
2023-04-27 17:11:59,0,37133517,37133517,0,0
2023-04-27 17:12:00,13107,35903078,35916186,0,0
2023-04-27 17:12:01,13107,34957722,34970829,0,0
2023-04-27 17:12:02,13107,34333491,34346598,0,0
2023-04-27 17:12:03,13107,33669939,33683046,0,0
2023-04-27 17:12:04,13107,29499392,29512499,0,0
2023-04-27 17:12:05,0,28067430,28067430,0,0
2023-04-27 17:12:06,0,29759898,29759898,0,0
2023-04-27 17:12:07,0,29870490,29870490,0,0
2023-04-27 17:12:08,0,31268045,31268045,0,0
2023-04-27 17:12:09,0,34299904,34299904,0,0
2023-04-27 17:12:10,0,36584653,36584653,0,0
2023-04-27 17:12:11,0,37462835,37462835,0,0
2023-04-27 17:12:12,0,38236160,38236160,0,0
2023-04-27 17:12:13,0,38472909,38472909,0,0
2023-04-27 17:12:14,0,38653952,38653952,0,0
2023-04-27 17:12:15,0,37684019,37684019,0,0
2023-04-27 17:12:16,0,37260493,37260493,0,0
2023-04-27 17:12:17,0,37240013,37240013,0,0
2023-04-27 17:12:18,0,38123110,38123110,0,0
2023-04-27 17:12:19,0,35767091,35767091,0,0
2023-04-27 17:12:20,0,36361830,36361830,0,0
2023-04-27 17:12:21,0,36653466,36653466,0,0
2023-04-27 17:12:22,0,34602189,34602189,0,0
2023-04-27 17:12:23,0,33421722,33421722,0,0
2023-04-27 17:12:24,0,35810509,35810509,0,0
2023-04-27 17:12:25,0,35362406,35362406,0,0
2023-04-27 17:12:26,0,35370598,35370598,0,0
2023-04-27 17:12:27,0,36264346,36264346,0,0
2023-04-27 17:12:28,0,36043981,36043981,0,0
2023-04-27 17:12:29,0,36318413,36318413,0,0
2023-04-27 17:12:30,0,37051597,37051597,0,0
2023-04-27 17:12:31,0,38143590,38143590,0,0
2023-04-27 17:12:32,0,36152934,36152934,0,0
2023-04-27 17:12:33,0,34447360,34447360,0,0
2023-04-27 17:12:34,0,31784960,31784960,0,0
2023-04-27 17:12:35,0,30816666,30816666,0,0
2023-04-27 17:12:36,0,27234304,27234304,0,0
2023-04-27 17:12:37,0,29139763,29139763,0,0
2023-04-27 17:12:38,0,31617024,31617024,0,0
2023-04-27 17:12:39,0,33868186,33868186,0,0
2023-04-27 17:12:40,0,33788723,33788723,0,0
2023-04-27 17:12:41,0,36216013,36216013,0,0
2023-04-27 17:12:42,0,36967219,36967219,0,0
2023-04-27 17:12:43,0,36302029,36302029,0,0
2023-04-27 17:12:44,0,36603494,36603494,0,0
2023-04-27 17:12:45,0,37613568,37613568,0,0
2023-04-27 17:12:46,0,36820582,36820582,0,0
2023-04-27 17:12:47,0,37312922,37312922,0,0
2023-04-27 17:12:48,0,36946739,36946739,0,0
2023-04-27 17:12:49,0,36913152,36913152,0,0
2023-04-27 17:12:50,26214,33438925,33465139,0,0
2023-04-27 17:12:51,26214,31301632,31327846,0,0
2023-04-27 17:12:52,26214,28320563,28346778,0,0
2023-04-27 17:12:53,26214,26806682,26832896,0,0
2023-04-27 17:12:54,26214,25754010,25780224,0,0
2023-04-27 17:12:55,0,28935782,28935782,0,0
2023-04-27 17:12:56,819,31245926,31246746,0,0
2023-04-27 17:12:57,819,33950106,33950925,0,0
2023-04-27 17:12:58,819,36026778,36027597,0,0
2023-04-27 17:12:59,819,35557376,35558195,0,0
2023-04-27 17:13:00,819,36111974,36112794,0,0
2023-04-27 17:13:01,16384,35954688,35971072,0,0
2023-04-27 17:13:02,16384,35842458,35858842,0,0
2023-04-27 17:13:03,16384,35740058,35756442,0,0
2023-04-27 17:13:04,16384,36877926,36894310,0,0
2023-04-27 17:13:05,16384,35754803,35771187,0,0
2023-04-27 17:13:06,0,35737600,35737600,0,0
2023-04-27 17:13:07,0,36164403,36164403,0,0
2023-04-27 17:13:08,0,34473574,34473574,0,0
2023-04-27 17:13:09,520192,34213069,34733261,0,0
2023-04-27 17:13:10,520192,34222080,34742272,0,0

